Instance,Configuration,Seed,Target,BestSol,TimeMS,Iteration
instance_n500_sd10_3,PP4,0,null,105,434,0
instance_n500_sd10_3,PP4,0,null,106,43851,20000
instance_n300_sd10_0,TTT1,75,64,107,158,0
instance_n300_sd10_0,TTT1,834,64,110,186,0
instance_n300_sd10_0,TTT1,415,64,107,181,0
instance_n300_sd10_0,TTT1,660,64,109,155,0
instance_n300_sd10_0,TTT1,477,64,110,151,0
instance_n300_sd10_0,TTT1,737,64,108,144,0
instance_n300_sd10_0,TTT1,220,64,107,152,0
instance_n300_sd10_0,TTT1,592,64,109,172,0
instance_n300_sd10_0,TTT1,477,64,110,204,0
instance_n300_sd10_0,TTT1,888,64,108,148,0
instance_n300_sd10_0,TTT1,500,64,108,158,0
instance_n300_sd10_0,TTT1,357,64,110,203,0
instance_n300_sd10_0,TTT2,452,64,105,178,0
instance_n300_sd10_0,TTT2,333,64,108,183,0
instance_n300_sd10_0,TTT2,676,64,105,147,0
instance_n300_sd10_0,TTT2,536,64,110,157,0
instance_n300_sd10_0,TTT2,55,64,108,181,0
instance_n300_sd10_0,TTT2,345,64,110,171,0
instance_n300_sd10_0,TTT2,358,64,107,152,0
instance_n300_sd10_0,TTT2,229,64,109,158,0
instance_n300_sd10_0,TTT2,504,64,106,186,0
instance_n300_sd10_0,TTT2,884,64,109,186,0
instance_n300_sd10_0,TTT2,600,64,109,165,0
instance_n300_sd10_0,TTT2,151,64,105,160,0
instance_n300_sd10_0,TTT2,683,64,110,188,0
instance_n300_sd10_0,TTT2,598,64,105,159,0
instance_n300_sd10_0,TTT2,486,64,110,311,0
instance_n300_sd10_0,TTT2,996,64,110,176,0
instance_n300_sd10_0,TTT2,514,64,105,148,0
instance_n300_sd10_0,TTT2,908,64,106,177,0
instance_n300_sd10_0,TTT2,865,64,107,183,0
instance_n300_sd10_0,TTT2,528,64,107,194,0
instance_n300_sd10_0,TTT2,859,64,109,150,0
instance_n300_sd10_0,TTT2,716,64,109,155,0
instance_n300_sd10_0,TTT2,615,64,106,198,0
instance_n300_sd10_0,TTT2,58,64,107,182,0
instance_n300_sd10_0,TTT2,522,64,107,165,0
instance_n300_sd10_0,TTT2,87,64,106,155,0
instance_n300_sd10_0,TTT2,192,64,108,157,0
instance_n300_sd10_0,TTT2,731,64,110,166,0
instance_n300_sd10_0,TTT2,1,64,107,211,0
instance_n300_sd10_0,TTT2,797,64,107,163,0
instance_n300_sd10_0,TTT2,688,64,105,208,0
instance_n300_sd10_0,TTT2,562,64,109,158,0
instance_n300_sd10_0,TTT2,708,64,105,189,0
instance_n300_sd10_0,TTT2,241,64,107,178,0
instance_n300_sd10_0,TTT2,485,64,110,200,0
instance_n300_sd10_0,TTT2,69,64,107,200,0
instance_n300_sd10_0,TTT2,379,64,108,185,0
instance_n300_sd10_0,TTT2,695,64,110,181,0
instance_n300_sd10_0,TTT2,759,64,107,146,0
instance_n300_sd10_0,TTT2,810,64,105,160,0
instance_n300_sd10_0,TTT2,526,64,105,176,0
instance_n300_sd10_0,TTT2,617,64,109,180,0
instance_n300_sd10_0,TTT2,374,64,107,164,0
instance_n300_sd10_0,TTT2,620,64,110,184,0
instance_n300_sd10_0,TTT2,53,64,110,156,0
instance_n300_sd10_0,TTT2,825,64,107,157,0
instance_n300_sd10_0,TTT2,101,64,109,159,0
instance_n300_sd10_0,TTT2,601,64,108,156,0
instance_n300_sd10_0,TTT2,436,64,108,149,0
instance_n300_sd10_0,TTT2,650,64,109,157,0
instance_n300_sd10_0,TTT3,674,64,112,153,0
instance_n300_sd10_0,TTT3,232,64,107,161,0
instance_n300_sd10_0,TTT3,94,64,107,162,0
instance_n300_sd10_0,TTT3,575,64,106,154,0
instance_n300_sd10_0,TTT3,494,64,108,182,0
instance_n300_sd10_0,TTT3,508,64,111,157,0
instance_n300_sd10_0,TTT3,624,64,105,162,0
instance_n300_sd10_0,TTT3,543,64,108,155,0
instance_n300_sd10_0,TTT3,903,64,110,180,0
instance_n300_sd10_0,TTT3,547,64,108,158,0
instance_n300_sd10_0,TTT3,967,64,106,164,0
instance_n300_sd10_0,TTT3,180,64,109,156,0
instance_n300_sd10_0,TTT3,151,64,105,154,0
instance_n300_sd10_0,TTT3,833,64,107,153,0
instance_n300_sd10_0,TTT3,857,64,108,155,0
instance_n300_sd10_0,TTT3,366,64,110,158,0
instance_n300_sd10_0,TTT3,377,64,110,154,0
instance_n300_sd10_0,TTT3,745,64,108,147,0
instance_n300_sd10_0,TTT3,450,64,112,152,0
instance_n300_sd10_0,TTT3,569,64,110,148,0
instance_n300_sd10_0,TTT3,8,64,108,150,0
instance_n300_sd10_0,TTT3,203,64,107,184,0
instance_n300_sd10_0,TTT3,490,64,108,192,0
instance_n300_sd10_0,TTT3,76,64,107,183,0
instance_n300_sd10_0,TTT3,116,64,108,154,0
instance_n300_sd10_0,TTT3,96,64,105,146,0
instance_n300_sd10_0,TTT3,699,64,107,151,0
instance_n300_sd10_0,TTT3,621,64,108,229,0
instance_n300_sd10_0,TTT3,234,64,110,255,0
instance_n300_sd10_0,TTT3,19,64,109,154,0
instance_n300_sd10_0,TTT3,528,64,107,157,0
instance_n300_sd10_0,TTT3,271,64,109,160,0
instance_n300_sd10_0,TTT3,550,64,107,148,0
instance_n300_sd10_0,TTT3,705,64,108,146,0
instance_n300_sd10_0,TTT3,295,64,110,147,0
instance_n300_sd10_0,TTT3,856,64,109,158,0
instance_n300_sd10_0,TTT3,864,64,108,148,0
instance_n300_sd10_0,TTT3,291,64,107,154,0
instance_n300_sd10_0,TTT3,16,64,106,151,0
instance_n300_sd10_0,TTT3,436,64,108,160,0
instance_n300_sd10_0,TTT3,288,64,109,184,0
instance_n300_sd10_0,TTT3,28,64,106,178,0
instance_n300_sd10_0,TTT3,511,64,105,146,0
instance_n300_sd10_0,TTT3,863,64,110,154,0
instance_n300_sd10_0,TTT3,362,64,109,198,0
instance_n300_sd10_0,TTT3,590,64,108,157,0
instance_n300_sd10_0,TTT3,679,64,107,147,0
instance_n300_sd10_0,TTT3,95,64,107,151,0
instance_n300_sd10_0,TTT3,892,64,108,162,0
instance_n300_sd10_0,TTT3,463,64,105,172,0
instance_n300_sd10_0,TTT4,994,64,109,151,0
instance_n300_sd10_0,TTT4,842,64,108,151,0
instance_n300_sd10_0,TTT4,823,64,110,197,0
instance_n300_sd10_0,TTT4,97,64,110,166,0
instance_n300_sd10_0,TTT4,701,64,108,143,0
instance_n300_sd10_0,TTT4,275,64,107,151,0
instance_n300_sd10_0,TTT4,157,64,112,179,0
instance_n300_sd10_0,TTT4,64,64,107,185,0
instance_n300_sd10_0,TTT4,307,64,111,229,0
instance_n300_sd10_0,TTT4,357,64,110,175,0
instance_n300_sd10_0,TTT4,156,64,107,148,0
instance_n300_sd10_0,TTT4,849,64,108,165,0
instance_n300_sd10_0,TTT4,957,64,107,151,0
instance_n300_sd10_0,TTT4,349,64,109,157,0
instance_n300_sd10_0,TTT4,283,64,108,159,0
instance_n300_sd10_0,TTT4,46,64,105,175,0
instance_n300_sd10_0,TTT4,891,64,107,205,0
instance_n300_sd10_0,TTT4,746,64,108,161,0
instance_n300_sd10_0,TTT4,888,64,108,160,0
instance_n300_sd10_0,TTT4,935,64,106,151,0
instance_n300_sd10_0,TTT4,777,64,107,156,0
instance_n300_sd10_0,TTT4,308,64,109,154,0
instance_n300_sd10_0,TTT4,742,64,110,182,0
instance_n300_sd10_0,TTT4,35,64,107,151,0
instance_n300_sd10_0,TTT4,696,64,109,156,0
instance_n300_sd10_0,TTT4,370,64,107,147,0
instance_n300_sd10_0,TTT4,229,64,109,184,0
instance_n300_sd10_0,TTT4,770,64,109,208,0
instance_n300_sd10_0,TTT4,695,64,110,187,0
instance_n300_sd10_0,TTT4,708,64,105,149,0
instance_n300_sd10_0,TTT4,440,64,106,152,0
instance_n300_sd10_0,TTT4,340,64,106,146,0
instance_n300_sd10_0,TTT4,935,64,106,148,0
instance_n300_sd10_0,TTT4,206,64,110,148,0
instance_n300_sd10_0,TTT4,998,64,110,166,0
instance_n300_sd10_0,TTT4,587,64,107,154,0
instance_n300_sd10_0,TTT4,528,64,107,155,0
instance_n300_sd10_0,TTT4,709,64,110,152,0
instance_n300_sd10_0,TTT4,691,64,110,159,0
instance_n300_sd10_0,TTT4,102,64,108,164,0
instance_n300_sd10_0,TTT4,260,64,110,157,0
instance_n300_sd10_0,TTT4,199,64,111,175,0
instance_n300_sd10_0,TTT4,38,64,111,151,0
instance_n300_sd10_0,TTT4,33,64,109,156,0
instance_n300_sd10_0,TTT4,805,64,108,151,0
instance_n300_sd10_0,TTT4,432,64,110,163,0
instance_n300_sd10_0,TTT4,181,64,109,158,0
instance_n300_sd10_0,TTT4,315,64,107,157,0
instance_n300_sd10_0,TTT4,709,64,110,153,0
instance_n300_sd10_0,TTT4,266,64,106,161,0
instance_n500_sd10_4,PP1,0,null,109,444,0
instance_n500_sd10_4,PP1,0,null,112,37192,20000
instance_n500_sd10_4,PP2,0,null,109,462,0
instance_n500_sd10_4,PP2,0,null,112,36959,20000
instance_n500_sd10_4,PP3,0,null,109,570,0
instance_n500_sd10_4,PP3,0,null,112,37505,20000
instance_n500_sd10_4,PP4,0,null,109,436,0
instance_n500_sd10_4,PP4,0,null,112,40203,20000
